HDI,TC,TD,STI,POP,GDPCAP,country_development
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,4.000583182407627,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,2.1198634561787513,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,1.3862943611198906,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,1.9459101490553132,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.3243163373261977,17.477233103728686,7.497754494388179,underdeveloped
0.498,0.0,0.0,3.660737148167656,17.477233103728686,7.497754494388179,underdeveloped
0.498,2.302585092994046,0.0,3.660737148167656,17.477233103728686,7.497754494388179,underdeveloped
0.498,2.772588722239781,0.0,3.660737148167656,17.477233103728686,7.497754494388179,underdeveloped
0.498,3.044522437723423,0.0,3.660737148167656,17.477233103728686,7.497754494388179,underdeveloped
0.498,3.091042453358316,0.0,3.7297814454343623,17.477233103728686,7.497754494388179,underdeveloped
0.498,3.091042453358316,0.0,3.7297814454343623,17.477233103728686,7.497754494388179,underdeveloped
